model,scenario,year,project_id,asset_class,region,base_dep_factor_GHG_tCO2e,base_dep_factor_Employment_FTE,base_dep_factor_Water_1000m3,base_dep_factor_ValueAdded_M$,GHG_dep_tCO2e,Employment_dep_FTE,Water_dep_1000m3,ValueAdded_dep_M$
OSeMOSYS,SSP3-7.0,2030.0,Rail_EU_OP1,Transport,Europe,70.97226666666667,97.86115555555557,87.90537777777779,90.78151111111112,32.82699878701,1.9106380763611113,0.32415378399185524,0.1693980201961389
OSeMOSYS,SSP3-7.0,2030.0,Rail_EU_OP2,Transport,Europe,70.97226666666667,97.86115555555557,87.90537777777779,90.78151111111112,22.722848035333335,1.321513609277778,0.22444666498041344,0.11715235520058334
OSeMOSYS,SSP3-7.0,2040.0,Hydro_AF,Energy,Africa,86.12986666666667,88.57431111111111,135.62453333333335,117.90835555555554,4015.268273649675,1022.0818803294245,53.82780215165495,46.55803990977922
OSeMOSYS,SSP3-7.0,2040.0,Hydro_AS,Energy,Asia,87.99653333333333,90.44097777777777,141.1452,123.18168888888889,21365.764531190172,4560.824197524945,369.70476905474885,230.84280542968907
OSeMOSYS,SSP3-7.0,2040.0,Hydro_EU,Energy,Europe,85.63893333333334,88.08337777777778,122.1276,115.22595555555556,363.9120448789167,34.29667968626222,3.261304965151325,2.9440665483333888
OSeMOSYS,SSP3-7.0,2040.0,Proj_001,Health,LATAM,79.72986666666668,79.72986666666668,105.66875555555555,106.03991111111111,46461.34046469937,6804.285798111657,465.72712092079144,374.65796657718175
OSeMOSYS,SSP3-7.0,2040.0,Proj_002,Health,Africa,78.79653333333333,78.79653333333333,111.18008888888889,108.13057777777777,3021.441022711592,789.90520270913,43.517424406381785,37.211484726145095
OSeMOSYS,SSP3-7.0,2040.0,Proj_003,Health,Europe,78.3056,78.3056,97.68315555555557,105.44817777777777,11483.095461619592,1213.52725402036,120.92065653239902,105.90405141697691
OSeMOSYS,SSP3-7.0,2040.0,Rail_EU_DEV,Transport,Europe,70.97226666666667,97.86115555555557,87.90537777777779,90.78151111111112,321684.4530328123,35674.166946804995,2886.065971153384,2615.452517513697
OSeMOSYS,SSP3-7.0,2040.0,Rail_EU_OP1,Transport,Europe,70.97226666666667,97.86115555555557,87.90537777777779,90.78151111111112,18.354770541483333,2.0910905900700003,0.20029090090210808,0.18501355964806113
OSeMOSYS,SSP3-7.0,2040.0,Rail_EU_OP2,Transport,Europe,70.97226666666667,97.86115555555557,87.90537777777779,90.78151111111112,12.705056376875,1.4461951996977778,0.13868244894810725,0.12795294854578335
OSeMOSYS,SSP4-6.0,2025.0,Hydro_AF,Energy,Africa,86.12986666666667,88.57431111111111,135.62453333333335,117.90835555555554,17242.100453759158,853.5631155112444,155.13088613921929,39.013595744894666
OSeMOSYS,SSP4-6.0,2025.0,Hydro_AS,Energy,Asia,87.99653333333333,90.44097777777777,141.1452,123.18168888888889,79513.36266178731,4101.869766684622,750.7490837450404,207.8217803117902
OSeMOSYS,SSP4-6.0,2025.0,Hydro_EU,Energy,Europe,85.63893333333334,88.08337777777778,122.1276,115.22595555555556,548.7906896958834,33.41132433417778,4.325944030002068,2.8755886336188894
OSeMOSYS,SSP4-6.0,2025.0,Proj_001,Health,LATAM,79.72986666666668,79.72986666666668,105.66875555555555,106.03991111111111,127862.17530013183,6175.685071291734,1054.4030786103938,340.30185076638134
OSeMOSYS,SSP4-6.0,2025.0,Proj_002,Health,Africa,78.79653333333333,78.79653333333333,111.18008888888889,108.13057777777777,12990.267511407024,659.6227420974666,125.88298573516431,31.16652135757622
OSeMOSYS,SSP4-6.0,2025.0,Proj_003,Health,Europe,78.3056,78.3056,97.68315555555557,105.44817777777777,17319.14565942601,1182.8261202642668,159.3064490245286,103.48305751107445
OSeMOSYS,SSP4-6.0,2025.0,Rail_EU_DEV,Transport,Europe,70.97226666666667,97.86115555555557,87.90537777777779,90.78151111111112,485283.51052533626,34758.75521628432,3821.4939881988444,2554.8596862380837
